trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
365,False,"{'a': 0.01, 'e': 0.01819379014512874}",20,15,-12.707234479742628,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.018012758908451956}",30,0,-219.97765068836463,"{0: 15, 1: 2, 2: 10, 3: 0, 4: 3}",0
367,False,"{'a': 0.01, 'e': 0.01783352896267671}",20,0,-249.04864055203504,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 5}",0
368,False,"{'a': 0.01, 'e': 0.017656082384659048}",20,0,-123.62212073300113,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
369,False,"{'a': 0.01, 'e': 0.01748040142959331}",30,0,-188.33361535617988,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
370,False,"{'a': 0.01, 'e': 0.01730646852923757}",35,0,-352.35696952088176,"{0: 16, 1: 2, 2: 10, 3: 1, 4: 6}",0
371,False,"{'a': 0.01, 'e': 0.01713426629015687}",25,0,-116.86688882287248,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
372,False,"{'a': 0.01, 'e': 0.01696377749198378}",30,0,-162.7542452644871,"{0: 13, 1: 1, 2: 15, 3: 1, 4: 0}",0
373,False,"{'a': 0.01, 'e': 0.01679498508569642}",25,0,-135.8293353746438,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
374,False,"{'a': 0.01, 'e': 0.016627872191913497}",20,0,-112.99272793342364,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
375,False,"{'a': 0.01, 'e': 0.016462422099206373}",20,0,-69.02305964524419,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
376,False,"{'a': 0.01, 'e': 0.0162986182624279}",20,0,-119.92396198291426,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
377,False,"{'a': 0.01, 'e': 0.016136444301057897}",20,0,-104.01578844242158,"{0: 7, 1: 3, 2: 10, 3: 0, 4: 0}",0
378,False,"{'a': 0.01, 'e': 0.01597588399756508}",30,0,-218.62171812047956,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
379,False,"{'a': 0.01, 'e': 0.015816921295785304}",30,0,-238.36971935180262,"{0: 11, 1: 7, 2: 8, 3: 1, 4: 3}",0
380,False,"{'a': 0.01, 'e': 0.015659540299315912}",35,0,-144.92591160716455,"{0: 20, 1: 5, 2: 8, 3: 1, 4: 1}",0
381,False,"{'a': 0.01, 'e': 0.015503725269926119}",20,0,-123.89646502453374,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
382,False,"{'a': 0.01, 'e': 0.015349460625983125}",20,0,-122.82183159370886,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
383,False,"{'a': 0.01, 'e': 0.015196730940893998}",20,0,-151.74798557482544,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
384,False,"{'a': 0.01, 'e': 0.015045520941562945}",25,0,-139.7124258092639,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
385,False,"{'a': 0.01, 'e': 0.014895815506864018}",25,0,-157.7293865724732,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
386,False,"{'a': 0.01, 'e': 0.014747599666129003}",20,1,-148.16018551148434,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 3}",1
387,False,"{'a': 0.01, 'e': 0.0146008585976503}",20,0,-219.02982382968747,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
388,False,"{'a': 0.01, 'e': 0.014455577627198795}",20,0,-229.72955122537297,"{0: 8, 1: 1, 2: 7, 3: 0, 4: 4}",0
389,False,"{'a': 0.01, 'e': 0.014311742226556356}",25,0,-96.22803879587588,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
390,False,"{'a': 0.01, 'e': 0.014169338012063073}",35,0,-209.3208155273149,"{0: 20, 1: 5, 2: 5, 3: 2, 4: 3}",0
391,False,"{'a': 0.01, 'e': 0.014028350743178809}",25,0,-265.09156201691786,"{0: 9, 1: 1, 2: 11, 3: 0, 4: 4}",0
392,False,"{'a': 0.01, 'e': 0.0138887663210592}",30,0,-170.64517046672356,"{0: 12, 1: 6, 2: 11, 3: 0, 4: 1}",0
393,False,"{'a': 0.01, 'e': 0.013750570787145703}",20,0,-147.25149249679126,"{0: 8, 1: 3, 2: 6, 3: 2, 4: 1}",0
394,False,"{'a': 0.01, 'e': 0.013613750321769773}",20,7,-96.30007694404543,"{0: 6, 1: 5, 2: 0, 3: 0, 4: 2}",1
395,False,"{'a': 0.01, 'e': 0.013478291242770843}",20,0,-108.94237434373713,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
396,False,"{'a': 0.01, 'e': 0.013344180004128145}",20,0,-162.19075926996362,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
397,False,"{'a': 0.01, 'e': 0.01321140319460604}",20,0,-125.53916654951975,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
398,False,"{'a': 0.01, 'e': 0.01307994753641294}",25,0,-86.80752888495968,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
399,False,"{'a': 0.01, 'e': 0.012949799883873469}",25,0,-111.36433232228545,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
400,False,"{'a': 0.01, 'e': 0.012820947222113924}",25,0,-148.52992152034875,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
401,False,"{'a': 0.01, 'e': 0.012693376665760751}",20,0,-182.27622328521548,"{0: 5, 1: 4, 2: 9, 3: 0, 4: 2}",0
402,False,"{'a': 0.01, 'e': 0.012567075457651993}",20,0,-145.72239452921133,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
403,False,"{'a': 0.01, 'e': 0.012442030967561609}",20,0,-166.81795443082225,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
404,False,"{'a': 0.01, 'e': 0.012318230690936374}",25,0,-153.8613489750757,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
405,False,"{'a': 0.01, 'e': 0.01219566224764546}",20,0,-76.7381083402947,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
406,False,"{'a': 0.01, 'e': 0.012074313380742385}",20,0,-184.56292863230357,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
407,False,"{'a': 0.01, 'e': 0.011954171955239354}",25,0,-287.4035062259639,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 7}",0
408,False,"{'a': 0.01, 'e': 0.011835225956893694}",20,0,-185.1450398460002,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
409,False,"{'a': 0.01, 'e': 0.011717463491006441}",20,0,-97.42073459834171,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
410,False,"{'a': 0.01, 'e': 0.011600872781232877}",25,0,-226.07684125288637,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
411,False,"{'a': 0.01, 'e': 0.011485442168404851}",20,0,-181.92279715412818,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
412,False,"{'a': 0.01, 'e': 0.01137116010936491}",20,0,-226.93752157436145,"{0: 8, 1: 1, 2: 7, 3: 0, 4: 4}",0
413,False,"{'a': 0.01, 'e': 0.011258015175811903}",25,0,-134.97736161846353,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
414,False,"{'a': 0.01, 'e': 0.011145996053158188}",20,0,-174.37314282251054,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
415,False,"{'a': 0.01, 'e': 0.01103509153939814}",25,0,-346.3206403007309,"{0: 5, 1: 7, 2: 7, 3: 0, 4: 6}",0
416,False,"{'a': 0.01, 'e': 0.01092529054398798}",20,0,-92.07861594596665,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
417,False,"{'a': 0.01, 'e': 0.01081658208673666}",35,0,-370.866541123454,"{0: 14, 1: 1, 2: 14, 3: 0, 4: 6}",0
418,False,"{'a': 0.01, 'e': 0.010708955296707862}",25,0,-187.18660815468692,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
419,False,"{'a': 0.01, 'e': 0.010602399411132885}",35,0,-399.8194117393739,"{0: 10, 1: 5, 2: 13, 3: 1, 4: 6}",0
420,False,"{'a': 0.01, 'e': 0.010496903774334392}",20,0,-231.3983538393482,"{0: 6, 1: 4, 2: 6, 3: 0, 4: 4}",0
421,False,"{'a': 0.01, 'e': 0.010392457836660781}",25,0,-243.87229741996467,"{0: 11, 1: 0, 2: 10, 3: 0, 4: 4}",0
422,False,"{'a': 0.01, 'e': 0.010289051153431247}",25,0,-210.661297537692,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
423,False,"{'a': 0.01, 'e': 0.010186673383891285}",30,0,-266.21263785046796,"{0: 14, 1: 1, 2: 11, 3: 0, 4: 4}",0
424,False,"{'a': 0.01, 'e': 0.010085314290178645}",20,0,-161.16897401860717,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
425,False,"{'a': 0.01, 'e': 0.009984963736299477}",25,0,-87.7828696160093,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
1,True,"{'a': 0, 'e': 0}",30,0,-72.33483297103969,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,0,-96.40540201371572,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
3,True,"{'a': 0, 'e': 0}",20,0,-155.62747571832324,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
4,True,"{'a': 0, 'e': 0}",20,0,-73.46850083696904,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,0,-150.17496787073668,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
6,True,"{'a': 0, 'e': 0}",20,0,-142.51741123567948,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
7,True,"{'a': 0, 'e': 0}",25,0,-277.2614504014852,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 5}",0
8,True,"{'a': 0, 'e': 0}",20,0,-77.10805266953287,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,0,-159.5111268574855,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
10,True,"{'a': 0, 'e': 0}",25,0,-218.49034646739557,"{0: 9, 1: 4, 2: 9, 3: 0, 4: 3}",0
